image,condition,subject,rating_human,rating_clip,rating_diff,abs_rating_diff
val2014/COCO_val2014_000000001340.jpg,con,subj_24,0.3594836590252585,-0.7709815825618074,1.130465241587066,1.130465241587066
val2014/COCO_val2014_000000001340.jpg,abs,subj_24,-1.271918546296646,0.41187926682716763,-1.6837978131238136,1.6837978131238136
val2014/COCO_val2014_000000001340.jpg,con,subj_21,0.3275954337614725,-0.7709815825618074,1.0985770163232798,1.0985770163232798
val2014/COCO_val2014_000000001340.jpg,abs,subj_21,-2.322987089719461,0.41187926682716763,-2.734866356546629,2.734866356546629
val2014/COCO_val2014_000000001340.jpg,con,subj_60,-1.453461452861783,-0.7709815825618074,-0.6824798702999757,0.6824798702999757
val2014/COCO_val2014_000000001340.jpg,abs,subj_60,0.9543435423881061,0.41187926682716763,0.5424642755609386,0.5424642755609386
val2014/COCO_val2014_000000001340.jpg,con,subj_48,0.6645023407765462,-0.7709815825618074,1.4354839233383536,1.4354839233383536
val2014/COCO_val2014_000000001340.jpg,abs,subj_48,-1.8183754629590025,0.41187926682716763,-2.23025472978617,2.23025472978617
val2014/COCO_val2014_000000001340.jpg,con,subj_23,0.7214632205019773,-0.7709815825618074,1.4924448030637847,1.4924448030637847
val2014/COCO_val2014_000000001340.jpg,abs,subj_23,-2.8194605611028214,0.41187926682716763,-3.231339827929989,3.231339827929989
val2014/COCO_val2014_000000001340.jpg,con,subj_77,-0.5170913835627474,-0.7709815825618074,0.25389019899905996,0.25389019899905996
val2014/COCO_val2014_000000001340.jpg,abs,subj_77,-2.5137808844486065,0.41187926682716763,-2.9256601512757743,2.9256601512757743
val2014/COCO_val2014_000000001340.jpg,con,subj_6,-0.3019475623881133,-0.7709815825618074,0.46903402017369406,0.46903402017369406
val2014/COCO_val2014_000000001340.jpg,abs,subj_6,0.3638455123005785,0.41187926682716763,-0.048033754526589145,0.048033754526589145
val2014/COCO_val2014_000000001340.jpg,con,subj_76,-0.4729799629923214,-0.7709815825618074,0.29800161956948595,0.29800161956948595
val2014/COCO_val2014_000000001340.jpg,abs,subj_76,-0.8385683401844531,0.41187926682716763,-1.2504476070116208,1.2504476070116208
val2014/COCO_val2014_000000001340.jpg,con,subj_38,0.04646748854136874,-0.7709815825618074,0.8174490711031761,0.8174490711031761
val2014/COCO_val2014_000000001340.jpg,abs,subj_38,0.17107304440648738,0.41187926682716763,-0.24080622242068025,0.24080622242068025
val2014/COCO_val2014_000000001340.jpg,con,subj_70,0.6269628655135824,-0.7709815825618074,1.3979444480753898,1.3979444480753898
val2014/COCO_val2014_000000001340.jpg,abs,subj_70,-1.8593722350931896,0.41187926682716763,-2.271251501920357,2.271251501920357
val2014/COCO_val2014_000000001340.jpg,con,subj_16,-2.3892123230441142,-0.7709815825618074,-1.6182307404823069,1.6182307404823069
val2014/COCO_val2014_000000001340.jpg,abs,subj_16,0.31731726165429675,0.41187926682716763,-0.09456200517287089,0.09456200517287089
val2014/COCO_val2014_000000001340.jpg,con,subj_22,0.3264639078961287,-0.7709815825618074,1.097445490457936,1.097445490457936
val2014/COCO_val2014_000000001340.jpg,abs,subj_22,0.3264639078961287,0.41187926682716763,-0.08541535893103891,0.08541535893103891
val2014/COCO_val2014_000000001340.jpg,con,subj_69,0.14399816956349867,-0.7709815825618074,0.914979752125306,0.914979752125306
val2014/COCO_val2014_000000001340.jpg,abs,subj_69,-4.004270267496941,0.41187926682716763,-4.416149534324108,4.416149534324108
val2014/COCO_val2014_000000001340.jpg,con,subj_12,0.584006476395633,-0.7709815825618074,1.3549880589574403,1.3549880589574403
val2014/COCO_val2014_000000001340.jpg,abs,subj_12,0.2700948205502759,0.41187926682716763,-0.14178444627689174,0.14178444627689174
val2014/COCO_val2014_000000001340.jpg,con,subj_45,0.7529106911719268,-0.7709815825618074,1.5238922737337341,1.5238922737337341
val2014/COCO_val2014_000000001340.jpg,abs,subj_45,-0.7882284634657047,0.41187926682716763,-1.2001077302928724,1.2001077302928724
val2014/COCO_val2014_000000001340.jpg,con,subj_59,0.536769219146033,-0.7709815825618074,1.3077508017078405,1.3077508017078405
val2014/COCO_val2014_000000001340.jpg,abs,subj_59,-0.15842379195218934,0.41187926682716763,-0.5703030587793569,0.5703030587793569
val2014/COCO_val2014_000000001340.jpg,con,subj_61,0.3571094004032571,-0.7709815825618074,1.1280909829650645,1.1280909829650645
val2014/COCO_val2014_000000001340.jpg,abs,subj_61,-2.831180106868133,0.41187926682716763,-3.2430593736953006,3.2430593736953006
val2014/COCO_val2014_000000001340.jpg,con,subj_50,0.6751777292149336,-0.7709815825618074,1.446159311776741,1.446159311776741
